artist,song,year,verso_idx,verso_texto
Carlos Y Jose,Gloria Reyes,1976,1,Con permiso de las leyes
Carlos Y Jose,Gloria Reyes,1976,2,Miren lo que a sucedido
Carlos Y Jose,Gloria Reyes,1976,3,En el rancho los magueyes
Carlos Y Jose,Gloria Reyes,1976,4,Mataron a José Alfredo
Carlos Y Jose,Gloria Reyes,1976,5,Y también a Gloria Reyes
Carlos Y Jose,Gloria Reyes,1976,6,El día primero de mayo
Carlos Y Jose,Gloria Reyes,1976,7,Por ahi platita la gente
Carlos Y Jose,Gloria Reyes,1976,8,Había una fiesta en el rancho
Carlos Y Jose,Gloria Reyes,1976,9,Que organizaba valente
Carlos Y Jose,Gloria Reyes,1976,10,De todo aquello era el dueño
Carlos Y Jose,Gloria Reyes,1976,11,Y de Gloria pretendiente
Carlos Y Jose,Gloria Reyes,1976,12,Gloria tenia su novio
Carlos Y Jose,Gloria Reyes,1976,13,José Alfredo se llamaba
Carlos Y Jose,Gloria Reyes,1976,14,Como era la mas bonita
Carlos Y Jose,Gloria Reyes,1976,16,Y aveces con su dinero
Carlos Y Jose,Gloria Reyes,1976,17,Hasta comprarla trataba
Carlos Y Jose,Gloria Reyes,1976,18,José Alfredo era valiente
Carlos Y Jose,Gloria Reyes,1976,21,Mando traer la policía
Carlos Y Jose,Gloria Reyes,1976,22,Para que lo desarmaran
Carlos Y Jose,Gloria Reyes,1976,23,Y matarlo a sangre fría
Carlos Y Jose,Gloria Reyes,1976,24,Cuando Gloria se dio cuenta
Carlos Y Jose,Gloria Reyes,1976,25,Que a su novio desarmaron
Carlos Y Jose,Gloria Reyes,1976,26,Corrió a donde se encontraba
Carlos Y Jose,Gloria Reyes,1976,27,Cinco balazos sonaron
Carlos Y Jose,Gloria Reyes,1976,28,Y solo dieron al banco
Carlos Y Jose,Gloria Reyes,1976,29,Dos cuerpos atravesaron
Carlos Y Jose,Gloria Reyes,1976,30,Ya con esta me despido
Carlos Y Jose,Gloria Reyes,1976,31,No olviden lo de magueyes
Carlos Y Jose,Gloria Reyes,1976,32,Donde murió José Alfredo
Carlos Y Jose,Gloria Reyes,1976,33,Y su novia Gloria Reyes
Carlos Y Jose,Gloria Reyes,1976,34,Valente ya esta en la cárcel
Carlos Y Jose,Gloria Reyes,1976,35,Donde lo juzgan las leyes
Antonio Aguilar,Caballo Alazan Lucero,1972,0,Caballo alazán lucero
Antonio Aguilar,Caballo Alazan Lucero,1972,1,"Que por ligero, qué bueno fuiste"
Antonio Aguilar,Caballo Alazan Lucero,1972,2,Ganaste muchas careras
Antonio Aguilar,Caballo Alazan Lucero,1972,3,"Yo bien recuerdo, nuca perdiste"
Antonio Aguilar,Caballo Alazan Lucero,1972,5,Jamás tuviste derrota
Antonio Aguilar,Caballo Alazan Lucero,1972,6,"De costa a costa, no fue mentira"
Antonio Aguilar,Caballo Alazan Lucero,1972,7,Hasta que llego esa yegua
Antonio Aguilar,Caballo Alazan Lucero,1972,8,"Por quien perdieras, hasta la vida"
Antonio Aguilar,Caballo Alazan Lucero,1972,10,Sus ojos también oscuros
Antonio Aguilar,Caballo Alazan Lucero,1972,11,"Clavo en los tuyos, como diciendo"
Antonio Aguilar,Caballo Alazan Lucero,1972,12,"""Que en esa quinientas varas, tú la dejaras"
Antonio Aguilar,Caballo Alazan Lucero,1972,15,Lo tengo muy bien presente
Antonio Aguilar,Caballo Alazan Lucero,1972,16,Toda la gente por ti apostaba
Antonio Aguilar,Caballo Alazan Lucero,1972,17,Y tú dueño muy seguro
Antonio Aguilar,Caballo Alazan Lucero,1972,18,"Su gran fortuna, se la jugaba"
Antonio Aguilar,Caballo Alazan Lucero,1972,20,Al salir de partidero
Antonio Aguilar,Caballo Alazan Lucero,1972,21,"Vi que la yegua, casi volaba"
Antonio Aguilar,Caballo Alazan Lucero,1972,22,Y tú sin correr ligero
Antonio Aguilar,Caballo Alazan Lucero,1972,23,Dándole tiempo a que te ganara
Antonio Aguilar,Caballo Alazan Lucero,1972,26,Cual caballero con una dama
Antonio Aguilar,Caballo Alazan Lucero,1972,27,La fortuna de tu dueño
Antonio Aguilar,Caballo Alazan Lucero,1972,28,"Por cuerpo y medio, quedo en la nada"
Antonio Aguilar,Caballo Alazan Lucero,1972,30,"Ay, amigos, no solamente hombres y mujeres"
Antonio Aguilar,Caballo Alazan Lucero,1972,31,También entre caballos y yeguas
Antonio Aguilar,Caballo Alazan Lucero,1972,34,Echando mano a su pistola
Antonio Aguilar,Caballo Alazan Lucero,1972,35,"""Si todo me lo han ganado"
Antonio Aguilar,Caballo Alazan Lucero,1972,36,"Este caballo solo me sobra"""
Antonio Aguilar,Caballo Alazan Lucero,1972,38,Y no dando tiempo a nada
Antonio Aguilar,Caballo Alazan Lucero,1972,39,"Con cinco balas, rodaste herido"
Antonio Aguilar,Caballo Alazan Lucero,1972,40,Caíste junta a la yegua
Antonio Aguilar,Caballo Alazan Lucero,1972,41,"Tú que por ella, habías perdido"
Antonio Aguilar,Caballo Alazan Lucero,1972,43,Moriste viendo a la yegua
Antonio Aguilar,Caballo Alazan Lucero,1972,44,"Como desciendo: ""está usted servida"", ¡ingrata!"
Antonio Aguilar,Caballo Alazan Lucero,1972,46,"Hoy tu recuerdo, no se me olvida"
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,0,"Nació cerca del potrero, donde no había ni un caballo"
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,1,Recibió la luz del cielo con relámpagos y rayos
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,2,"Él no conoció la escuela, donde fueron sus hermanos"
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,3,Porque él ya tenía la fuerza en el puño de sus manos
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,5,"Un hermano de su padre, boxeador ya retirado"
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,6,Le regaló el par de guantes con los que él había ganado
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,7,"Y no le quedaron grandes, cuando tumbó al Diablo Vega"
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,8,El campeón de todo el barrio
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,10,Por el Campeonato Mundial de los pesos Gallo
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,11,"Pelearán 15 rounds, en esta esquina"
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,12,De 53 kilos 50 gramos el actual Campeón Mundial
José Alfredo Jiménez,"Con La Muerte Entre Los Puños ""El Boxeador""",1977,14,"Llegó a ser campeón del mundo, no había quien se le enfrentara"
