artist,song
Alberto Vázquez,Los Barandales Del Puente
Alberto Vázquez,La Embarcación
Alberto Vázquez,Corrido De Chihuahua
Alberto Vázquez,"Ay, Jalisco No Te Rajes"
Alberto Vázquez,Brindo Por Ella
Alberto Vázquez,Traigo Un Amor
Alberto Vázquez,La Cárcel De Cananéa
Alberto Vázquez,Albur De Amor
Alberto Vázquez,Por Un Amor
Alberto Vázquez,Esta Noche La Paso Contigo
Alberto Vázquez,La Llorona
Alberto Vázquez,Ay! Cocula
Alberto Vázquez,Amor Con Amor Se Paga
Alberto Vázquez,Anillo De Compromiso
Los Broncos De Reynosa,Clave 7
Los Broncos De Reynosa,Paso Del Norte
Juan Gabriel,Nada Mas Decídete
Juan Gabriel,No Vale La Pena
Juan Gabriel,Yo Me Voy
Juan Gabriel,Caray
Juan Gabriel,Ya No Quiero Volver Con Usted
Juan Gabriel,La Madrileña
Juan Gabriel,Isi
Juan Gabriel,La Farsante
Juan Gabriel,Caray
Juan Gabriel,Nada Mas Decídete
Juan Gabriel,Yo Me Voy
Juan Gabriel,La Farsante
Juan Gabriel,No Vale La Pena
Juan Gabriel,La Madrileña
Juan Gabriel,Ya No Quiero Volver Con Usted
Juan Gabriel,Isi
Los Invasores de Nuevo León,Cariño
Los Invasores de Nuevo León,Dime
Los Invasores de Nuevo León,El Tiro De Gracia
Los Invasores de Nuevo León,Necesito Verte
Los Invasores de Nuevo León,La Vieja Banca
Los Cadetes de Linares,Quiero que sepas
Los Cadetes de Linares,Negro es mi destino
Los Cadetes de Linares,Mas enamorado
Los Cadetes de Linares,Con que me pagas
Los Cadetes de Linares,Cuando regreses
Los Cadetes de Linares,Quiero hablar contigo
Los Cadetes De Linares,Por Una Rencilla Vieja
Los Cadetes De Linares,El Cerillazo
Los Cadetes De Linares,Tu Ingrato Corazón
Los Cadetes De Linares,Adios Mi Amor
Los Cadetes De Linares,Vida Marcada
Los Cadetes De Linares,No Vuelvo A Amar
Los Cadetes De Linares,Paloma Vuelve A Tu Nido
Los Tigres Del Norte,Ya Encontraron A Camelia
Los Tigres Del Norte,Tus Dos Vestidos
Los Tigres Del Norte,Plaza Garibaldi
Los Tigres Del Norte,Consejos
Los Tigres Del Norte,	La Fuga Del Rojo
Los Tigres Del Norte,Gallo De Pelea
Los Tigres Del Norte,Prieta Casada
Los Invasores De Nuevo Leon,Que La Dejen Ir Al Baile Sola
Los Invasores De Nuevo Leon,Sabor De Olvido
Los Invasores De Nuevo Leon,El Arrepentido
Los Invasores De Nuevo Leon,Amor de Paso
Los Invasores De Nuevo Leon,Aunque Seas De Otro
Los Invasores De Nuevo Leon,Con Los Ojos Vendados
Los Tigres Del Norte,Si Volvemos Otra Vez
Los Tigres Del Norte,Perdoname
Los Tigres Del Norte,El Tren
Los Tigres Del Norte,La Maestra
Los Tigres Del Norte,Los Amigos
Los Tigres Del Norte,La Moneda
Los Tigres Del Norte,Me Gusta Lo Bueno
Los Tigres Del Norte,Cielo Gris
Carlos Y Jose,El Mano Negra
Los Tigres Del Norte,Tus Dos Vestidos
Los Tigres Del Norte,Consejos
Los Tigres Del Norte,Plaza Garibaldi
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,Gallo De Pelea
Los Tigres Del Norte,Prieta Casada
Bronco,Mil Cadenas
Bronco,Grande De Caderas
Bronco,Yo Vivo Mi Vida
Bronco,Compadre Del Alma
Bronco,Juana Maria
Bronco,Tu Velador
Bronco,La Mula
Los Tigres Del Norte,Juan Guerrero
Tiberio Y Sus Gatos Negros,Yolanda
Tiberio Y Sus Gatos Negros,YOLANDA
Los Tigres Del Norte,Creiste 
Los Tigres Del Norte,Camisa Mojada
Los Tigres Del Norte,La Marea
Pedro Infante,Amorcito Corazon
Pedro Infante,Nocturnal
Pedro Infante,Flor Sin Retoño
Pedro Infante, Luna De Octubre
Pedro Infante,Que Te Ha Dado Esa Mujer
Pedro Infante,La Cama De Piedra
Pedro Infante,Tres Dias
Pedro Infante,Mi Cariñito
Pedro Infante,Sus Ojitos
Pedro Infante,A La Orilla Del Mar
Pedro Infante,Tu Enamorado
Pedro Infante,El Fronterizo
Pedro Infante,El Gavilan Pollero
Pedro Infante,"Tu, Solo Tu"
Pedro Infante,La Calandria
Pedro Infante,Siete Leguas
Pedro Infante,El Muñeco De Cuerda
Pedro Infante,Besame Morenita
Pedro Infante,El Plebeyo
Pedro Infante,Yo No Fui
Los Cadetes De Linares,Traidora
Los Cadetes De Linares,Ven A Buscarme
Los Cadetes De Linares,Que Seas Feliz
Carlos Y Jose,Una Rosa De Castilla
Carlos Y Jose,Echenme La Tierra Encima
Carlos Y Jose,Se Vende Esta Casa
Carlos Y Jose,Amargo Recuerdo
Luis Y Julián,Asesino a Sueldo
Los Humildes,Se Sufre Pero Se Aprende
Los Humildes,Tu Retrato
Los Cadetes De Linares,Menos Que Nada
Los Cadetes De Linares,El Rancherito
Los Cadetes De Linares,Que Seas Dichosa
Los Cadetes De Linares,Con Que Me Pagas
Los Cadetes De Linares,Lo Nuestro Termino
Los Broncos De Reynosa,Clave 7
Los Broncos De Reynosa,Paso Del Norte
Los Invasores De Nuevo Leon,Aunque Seas De Otro
Los Invasores De Nuevo Leon,Sabor De Olvido
Los Invasores De Nuevo Leon,Con Los Ojos Vendados
Los Invasores De Nuevo Leon,Que La Dejen Ir Al Baile Sola
Los Invasores De Nuevo Leon,Amor de Paso
Los Invasores De Nuevo Leon,El Arrepentido
Los Broncos De Reynosa,Clave 7
Los Broncos De Reynosa,Paso Del Norte
Los Broncos De Reynosa,Clave 7
Los Broncos De Reynosa,Paso Del Norte
Chalino Sánchez,Corrido Del Gallito
Chalino Sánchez,Domingo López
Chalino Sánchez,Víctor Samaniego
Chalino Sánchez,Chico El Colorado
Chalino Sánchez,Tino Quintero
Chalino Sánchez,Nacho Verduzco
Chalino Sánchez,El Dos Dedos
Chalino Sánchez,Hermanos Garcia
Chalino Sánchez,Ya Después De Muerto
Chalino Sánchez,Julián Del Real
Chalino Sánchez,La Muerte Del Torito
Chalino Sánchez,Toledo Felix
Chalino Sánchez,Corazoncito Tirano
Chalino Sánchez,El Navegante
Chalino Sánchez,Cuatro Espadas
Chalino Sánchez,Una Tarde
Chalino Sánchez,Prajedes Felix
Chalino Sánchez,El Pitallon
Chalino Sánchez,Prenda Del Alma
Chalino Sánchez,Nocturno A Rosario
Chalino Sánchez,Los Chismes
Chalino Sánchez,Me Persigue Tu Sombra
Chalino Sánchez,Los Chismes
Chalino Sánchez,El Navegante
Chalino Sánchez,Mario Portillo
Chalino Sánchez,El Pavido Navido
Chalino Sánchez,Coquio Castro
Chalino Sánchez,Prenda Del Alma
Chalino Sánchez,Nocturno A Rosario
Chalino Sánchez,Maria De La Luz
Chalino Sánchez,Tino Quintero
Jenni Rivera,La Gran Señora
Jenni Rivera,Resulta (Banda)
Jenni Rivera,Ya Lo Sé
Jenni Rivera,Hermano Amigo
Jenni Rivera,Que Me Vas A Dar
Jenni Rivera,Por Un Amor / Cucurrucucú Paloma
Jenni Rivera,Trono Caido
Jenni Rivera,Basta Ya (Pop)
Jenni Rivera,Culpable O Inocente
Jenni Rivera,Ovarios
Jenni Rivera,Mirame
Jenni Rivera,No Me Pregunten Por Él
Jenni Rivera,Ahora Que Estuviste Lejos
Jenni Rivera,Amiga Si Lo Ves
Jenni Rivera,Resulta (Banda)
Jenni Rivera,La Gran Señora
Jenni Rivera,Ya Lo Sé
Jenni Rivera,Trono Caido
Jenni Rivera,Que Me Vas A Dar
Jenni Rivera,Por Un Amor / Cucurrucucú Paloma
Jenni Rivera,No Me Pregunten Por Él
Jenni Rivera,Hermano Amigo
Jenni Rivera,Resulta (Banda)
Jenni Rivera,La Gran Señora 
Jenni Rivera,Ovarios
Jenni Rivera,Hermano Amigo
Jenni Rivera,Por Un Amor/Cucurrucucu Paloma
Jenni Rivera,Ya Lo Sé 
Jenni Rivera,Que Me Vas A Dar
Jenni Rivera,Trono Caído 
Jenni Rivera,No Me Pregunten Por Él 
Jenni Rivera,Ovarios
Calibre 50,El Infiernito
Calibre 50,Ajustes Inzunza
Calibre 50,Aguaje Activado
Calibre 50,El Niño VZ
Calibre 50,Plebada Alterada
Calibre 50,Culiacán Vs. Mazatlán
Calibre 50,Escuela Del Virus Antrax
Calibre 50,El Tierno Se Fue
Calibre 50,El Señor De La Silla
Calibre 50,Te Estoy Engañando Con Otra
Calibre 50,"Mujer De Todos, Mujer De Nadie"
Calibre 50,Bohemio Loco
Calibre 50,El Niño Sicario
Calibre 50,El Burro
Calibre 50,Gente Batallosa
Calibre 50,Celosa
Calibre 50,El Buen Ejemplo
Calibre 50,Callejero Y Mujeriego
Pesado,Márchate
Pesado,Pasatiempo
Pesado,Pero vas a volver
Pesado,Le creí
Pesado,Que bonito es el amor
Pesado,Por amarte tanto
Pesado,Que sorpresa
Pesado,Por siempre y para siempre
Pesado,Rosita de olivo
Leandro Ríos,No Compro Amores
Leandro Ríos,Ando Que Me Lleva
Ramón Ayala Y Sus Bravos Del Norte,Sin Sangre En Las Venas
Ramón Ayala Y Sus Bravos Del Norte,Quisiera Ser Pajarillo
Ramón Ayala Y Sus Bravos Del Norte,Besos Y Caricias
Ramón Ayala Y Sus Bravos Del Norte,Ni Por Mil Puñados De Oro
Ramón Ayala Y Sus Bravos Del Norte,Con Las Puertas En La Cara
Ramón Ayala Y Sus Bravos Del Norte,Que Me Lleve El Diablo
Ramón Ayala Y Sus Bravos Del Norte,Baraja De Oro
Ramón Ayala Y Sus Bravos Del Norte,Los Besos Que Perdi
Chalino Sánchez,Los Chismes
Chalino Sánchez,Maria De La Luz
Chalino Sánchez,Por Una Rencilla Vieja
Chalino Sánchez,Juan Cantu
Chalino Sánchez,Ignacio Parra
Chalino Sánchez,Felipe Castro
Chalino Sánchez,Prenda Del Alma
Chalino Sánchez,Coquio Castro
Chalino Sánchez,Mariano Felix
Chalino Sánchez,Armando Aguirre
Chalino Sánchez,Rafael Villarreal
Chalino Sánchez,Mario Portillo
Chalino Sánchez,El Coyonqueno
Chalino Sánchez,Anastasio Pacheco
"Lucero , Joan Sebastian",Caminar Contigo
"Lucero , Joan Sebastian",Escándalo Social
"Lucero , Joan Sebastian",Desliz
Carlos Y Jose,El Odio De Dos Hermanos
Carlos Y Jose,La Cuerva De La Petaca
Carlos Y Jose,El Bipper De Mis Amigos
Carlos Y Jose,El Patron Mayor
Los Invasores De Nuevo Leon,Ayer
Los Invasores De Nuevo Leon,Aferrado
Los Invasores De Nuevo Leon,Hambre De Amor
Los Invasores De Nuevo Leon,Se Esta Muriendo Un Corazon
Los Invasores De Nuevo Leon,Ahora Que Le Digo
Los Invasores De Nuevo Leon,No Te Puedo Perdonar
Los Invasores De Nuevo Leon,Que Te Lleve La Pena
Los Invasores De Nuevo Leon,Nuestra Historia
Los Invasores De Nuevo Leon,Nomas Tantito
Pesado,Pero vas a volver
Pesado,Pasatiempo
Pesado,Le creí
Pesado,Márchate
Pesado,Que bonito es el amor
Pesado,Por amarte tanto
Pesado,Rosita de olivo
Pesado,Por siempre y para siempre
Pesado,Que sorpresa
Chalino Sánchez,Corazoncito Tirano
Chalino Sánchez,El Navegante
Chalino Sánchez,Prajedes Felix
Chalino Sánchez,El Pitallon
Chalino Sánchez,Una Tarde
Chalino Sánchez,Prenda Del Alma
Chalino Sánchez,El Pavido Navido
Chalino Sánchez,Los Chismes
Chalino Sánchez,Nocturno A Rosario
Chalino Sánchez,Me Persigue Tu Sombra
Chalino Sánchez,Cuatro Espadas
Chalino Sánchez,Los Chismes
Chalino Sánchez,Mario Portillo
Chalino Sánchez,El Navegante
Chalino Sánchez,Coquio Castro
Chalino Sánchez,Prenda Del Alma
Chalino Sánchez,Maria De La Luz
Chalino Sánchez,Nocturno A Rosario
Chalino Sánchez,Tino Quintero
Jenni Rivera,Que Me Vas A Dar
Jenni Rivera,Imbécil
Jenni Rivera,Querida Socia
Jenni Rivera,Se Marchó
Jenni Rivera,Se Las Voy A Dar A Otro
Jenni Rivera,No Me Pregunten Por Él
Jenni Rivera,Que Se Te Olvidó
Jenni Rivera,Amiga Si Lo Ves (Pop)
Jenni Rivera,Tristeza Pasajera
Jenni Rivera,Me Siento Libre
Jenni Rivera,Jefa De Jefas
Jenni Rivera,"Parrandera, Rebelde Y Atrevida"
Jenni Rivera,Amiga Si Lo Ves
Jenni Rivera,Simplemente La Mejor
Jenni Rivera,Mi Vida Loca
Jenni Rivera,Que Me Entierren Con La Banda
Jenni Rivera,Cuando Muere Una Dama
Jenni Rivera,Brincos Dieras
Jenni Rivera,Chicana Jalisciense
Jenni Rivera,Popurrí De Chelo
Jenni Rivera,El Desquite
Jenni Rivera,Los Traficantes
Jenni Rivera,La Reina Es El Rey
Jenni Rivera,El Orgullo De Mi Padre
Jenni Rivera,La Martina
Jenni Rivera,El Bato Gacho
Jenni Rivera,La Maestra Del Contrabando
Jenni Rivera,Salúdame A La Tuya
Jenni Rivera,Las Cachanillas
Los Humildes,Ambicion
Los Humildes,Amor Eterno
Los Humildes,La Carta No.3
Grupo Límite,Yo Sin Tu Amor
Grupo Límite,Juguete
Grupo Límite,Te Aprovechas
Grupo Límite,Sólo Contigo
Grupo Límite,Solamente Tú
Grupo Límite,Ay! Papacito
Grupo Límite,Veneno
Grupo Límite,Acaríciame
Saul El Jaguar Alarcon,Si Puedes Perdonarme
Saul El Jaguar Alarcon,Sin Ti Nada Importaría
Saul El Jaguar Alarcon,Insensible
Espinoza Paz,El Culpable (Pop)
Espinoza Paz,El Celular
Espinoza Paz,Así Ó Más (Banda) 
Espinoza Paz,Devastado 
Espinoza Paz,Al Diablo lo Nuestro (Pop)
Espinoza Paz,24 Horas (Balada)
Espinoza Paz,Para No Perderte
Espinoza Paz,El Próximo Viernes
Espinoza Paz,Ponte En Mi Lugar
Espinoza Paz,Niña Bien
Espinoza Paz,Lo Intentamos (DJ Pelos Radio Mix)
Espinoza Paz,Amigos Con Derecho 
Espinoza Paz,Así Ó Más (Pop)
Espinoza Paz,Te Voy A Extrañar
Jenni Rivera,Imbécil
Jenni Rivera,Se Las Voy A Dar A Otro
Jenni Rivera,Qué Me Vas A Dar
Jenni Rivera,Querida Socia
Jenni Rivera,Tristeza Pasajera (Ilusión Pasajera)
Jenni Rivera,No Me Pregunten Por Él
Jenni Rivera,Qué Se Te Olvidó
Jenni Rivera,Amiga Si Lo Ves
Jenni Rivera,Se Marchó
Jenni Rivera,Me Siento Libre
Jenni Rivera,Jefa De Jefas
Jenni Rivera,Simplemente La Mejor
Jenni Rivera,"Parrandera, Rebelde Y Atrevida"
Jenni Rivera,Mi Vida Loca
Jenni Rivera,Que Me Entierren Con La Banda
Jenni Rivera,Cuando Muere Una Dama
Jenni Rivera,Chicana Jalisciense
Jenni Rivera,Brincos Dieras
Espinoza Paz,Así Ó Más (Banda) 
Espinoza Paz,El Culpable (Pop)
Espinoza Paz,El Celular
Espinoza Paz,Devastado 
Espinoza Paz,El Próximo Viernes
Espinoza Paz,24 Horas (Balada)
Espinoza Paz,Niña Bien
Espinoza Paz,Al Diablo lo Nuestro (Pop)
Espinoza Paz,Ponte En Mi Lugar
Espinoza Paz,Amigos Con Derecho 
Espinoza Paz,Lo Intentamos (DJ Pelos Radio Mix)
Espinoza Paz,Así Ó Más (Pop)
Espinoza Paz,Te Voy A Extrañar
Espinoza Paz,Para No Perderte
Mike Diaz,Déjame Entrar
Simpson Ahuevo,Manos De Anillo
Simpson Ahuevo,Gracias Al DJ
Simpson Ahuevo,Gourmet
C-Kan,Voy Por El Sueño De Muchos
C-Kan,Intro (Somos de Barrio)
C-Kan,Donde Estan
C-Kan,Esta Vida Me Encanta
C-Kan,Cuando Era Niño
C-Kan,Quizas No
C-Kan,No Puedo Vivir Sin Verte
C-Kan,Sexy
C-Kan,Disculpa
C-Kan,La Vida No La Tienes Comprada
C-Kan,Vuelve
C-Kan,Embotellado
C-Kan,Rafagas
C-Kan,Nada Mas
C-Kan,M-E-X-I-C-O
C-Kan,Ten La Tuya
C-Kan,Esta Vida Me Encanta [Remix]
Mike Diaz,Déjame Entrar
Lirika Inverza,El Cielo Huele A Azufre 
Lirika Inverza,Yo Podría 
Millonario & W. Corona,Extasis
Millonario & W. Corona,Mas Flow Mas Cash
Millonario & W. Corona,6 De La Mañana
Millonario & W. Corona,Aqui Vou You
Millonario & W. Corona,Lirica Y Metralla
Millonario & W. Corona,Bajatelo
Millonario & W. Corona,Ella Lo Sabe Bien
Millonario & W. Corona,Fumando Weed
Millonario & W. Corona,Así Soy Yo
Millonario & W. Corona,Controlando
Millonario & W. Corona,De La Calle Soy
Calo,No Puedo Más
Calo,Ponte Atento
Calo,La Taquiza
Calo,"Eo, Eo - La Colegiala"
Calo,Formas De Amor
Calo,El Planeta
Calo,Capitán
Calo,El Cubo
Calo,Fiesta Party
Calo,Soy Como Un Diamante
Calo,Ceniza Y Miel
Calo,El Amor Bienvenido
Millonario & W. Corona,Aqui Vou You
Millonario & W. Corona,Extasis
Millonario & W. Corona,Bajatelo
Millonario & W. Corona,Así Soy Yo
Millonario & W. Corona,Mas Flow Mas Cash
Millonario & W. Corona,6 De La Mañana
Millonario & W. Corona,Lirica Y Metralla
Millonario & W. Corona,Fumando Weed
Millonario & W. Corona,Controlando
Millonario & W. Corona,De La Calle Soy
Millonario & W. Corona,Extasis (Remix)
Millonario & W. Corona,Ella Lo Sabe Bien
Pitbull,Echa Pa'lla (Manos Pa'rriba)
Pitbull,Echa Pa'lla (Manos Pa'rriba)
Jennifer Lopez,Qué Hiciste
C-Kan,Intro (Somos de Barrio)
C-Kan,Cuando Era Niño
C-Kan,Esta Vida Me Encanta
C-Kan,Donde Estan
C-Kan,La Vida No La Tienes Comprada
C-Kan,Quizas No
C-Kan,Voy Por El Sueño De Muchos
C-Kan,Disculpa
C-Kan,No Puedo Vivir Sin Verte
C-Kan,Sexy
C-Kan,Dejame Conocerte
C-Kan,Vuelve
C-Kan,Embotellado
C-Kan,Nada Mas
C-Kan,M-E-X-I-C-O
C-Kan,Ten La Tuya
C-Kan,Esta Vida Me Encanta [Remix]
C-Kan,Rafagas
Various,Ma Chérie
Fuerza Regida,GodFather
Fuerza Regida,ayy weyy
Fuerza Regida,Nocturno
Fuerza Regida,peliculiando
Fuerza Regida,CHAVALITAS
Fuerza Regida,ANSIEDAD
Fuerza Regida,Malboro Rojo
Fuerza Regida,Por Esos Ojos
Fuerza Regida,chufulas
Fuerza Regida,TU SANCHO 
Fuerza Regida,caperuza
Fuerza Regida,CHAKA
Belinda,300 Noches
Belinda,Aries
Belinda,Mírame Feliz
Belinda,Cursi De +
Belinda,La Cuadrada
Belinda,LA MALA
Belinda,Rayo Mcqueen
Belinda,DEATH NOTE
Belinda,Silvana
Belinda,Wet Dreams
Belinda,Heterocromía
Belinda,Van Gogh
Belinda,+ Perra + Bitch
Belinda,JACKPOT
Belinda,Cactus
Chalino Sánchez,Domingo Lopez
Chalino Sánchez,Victor Samaniego
Chalino Sánchez,Corrido Del Gallito
Chalino Sánchez,Dinastia De Los Ochoa
Chalino Sánchez,Chico El Colorado
Chalino Sánchez,Nacho Verduzco
Chalino Sánchez,El Dos Dedos
Chalino Sánchez,Ya Despues De Muerto
Chalino Sánchez,La Muerte Del Torito
Chalino Sánchez,Tino Quintero
Chalino Sánchez,Toledo Felix
Chalino Sánchez,Julian Del Real
Ladrones,Nosotros
Ladrones,Sigan Ladrando
Ladrones,No Vuelve
Ladrones,Como Si Nada
Ladrones,Altar
Ladrones,Ando En Lo Mío
Ladrones,Todo Y Más
Ladrones,Gloria
Ladrones,Veneno
Ladrones,Así Cambió La Cosa
Ladrones,Nadie Ve
Ladrones,Tarjetita
Ladrones,Así Nomas
Chino Pacas,TRUCHAS
Chino Pacas,CHAMAQUITO
Chino Pacas,NO ES UN JUEGO
Chino Pacas,SINIESTRO
Chino Pacas,GTO
Chino Pacas,FLOTA
Chino Pacas,ZUMBANDO
Chino Pacas,LA CIMA
Chino Pacas,ANOCHE
Chino Pacas,HOY DE PERLAS
Chino Pacas,LLEVARTE
Chino Pacas,CONMIGO
Chino Pacas,OJITOS MENTIROSOS
Chalino Sánchez,Domingo Lopez
Chalino Sánchez,Dinastia De Los Ochoa
Chalino Sánchez,Corrido Del Gallito
Chalino Sánchez,Victor Samaniego
Chalino Sánchez,Chico El Colorado
Chalino Sánchez,Nacho Verduzco
Chalino Sánchez,Ya Despues De Muerto
Chalino Sánchez,Tino Quintero
Chalino Sánchez,La Muerte Del Torito
Chalino Sánchez,Toledo Felix
Chalino Sánchez,Julian Del Real
Chalino Sánchez,El Dos Dedos
Carin León,Cuando la Vida Sea Trago
Carin León,Otra Vez
Carin León,Casi Oficial
Carin León,Círculo Vicioso
Carin León,Frené Mis Pies
Carin León,Que Haga El Paro
Carin León,Bebé No Cambies Tú
Carin León,Por Eso Bye
Carin León,Lamentablemente
Carin León,Banqueteras
Carin León,Qué Feo Se Siente El Amor
Carin León,Aunque Tú No Lo Sepas
Carin León,Por Culpa de Un Tercero
Carin León,Despídase Bien
Carin León,Indispensable
Carin León,Deja De Chingarme
Carin León,Con Honores
Carin León,Pedazo De Tonto
Carin León,De Piedra A Papel
Carin León,No Es Por Acá
Carin León,Te Pedí
Carin León,Mi Alma Embrujada
Carin León,Mil Maneras De Morir
Carin León,Si Es Cierto Que Te Vas
Carin León,Primera Cita
Carin León,Corazón De Oro
Carin León,Vete Yendo
Carin León,Necesito Encontrarte
Carin León,Música De Fondo
Carin León,Ni Me Debes Ni Te Debo
Carin León,Hundido En Un Pozo
Yuridia,Evítame La Pena
Yuridia,Yo Tuve Un Amor
Yuridia,Llévate
Yuridia,Para Que Seas Feliz
Yuridia,Un Bendito Dia
Yuridia,Mi Eterno Amor Secreto
Yuridia,Pena Ajena
Yuridia,Literal
Yuridia,Sin Filtro
Yuridia,Se Mira Desde Marte
Yuridia,Malamente
Yuridia,La Bienvenida
Chino Pacas,SINIESTRO
Chino Pacas,CHAMAQUITO
Chino Pacas,NO ES UN JUEGO
Chino Pacas,TRUCHAS
Chino Pacas,ZUMBANDO
Chino Pacas,FLOTA
Chino Pacas,LA CIMA
Chino Pacas,GTO
Chino Pacas,ANOCHE
Chino Pacas,CONMIGO
Chino Pacas,OJITOS MENTIROSOS
Chino Pacas,LLEVARTE
Chino Pacas,HOY DE PERLAS
CA7RIEL & Paco Amoroso,#Tetas
CA7RIEL & Paco Amoroso,Re Forro
CA7RIEL & Paco Amoroso,Mi Deseo/Bad Bitch (Live At NPR Music's Tiny Desk)
CA7RIEL & Paco Amoroso,Impostor
CA7RIEL & Paco Amoroso,El Día Del Amigo
CA7RIEL & Paco Amoroso,El Único (Live At NPR Music's Tiny Desk)
CA7RIEL & Paco Amoroso,"La Que Puede, Puede (Live At NPR Music's Tiny Desk)"
CA7RIEL & Paco Amoroso,Baby Gangsta (Live At NPR Music's Tiny Desk)
"Natanael Cano, Anuel AA",Como Es (Remix)
Natanael Cano,Polos Opuestos
Natanael Cano,Como Es
Natanael Cano,Porque La Demora
Natanael Cano,Dejala Brillar
Natanael Cano,Blancanieves
Natanael Cano,Primero Muerto
Natanael Cano,No Vuelve
Natanael Cano, VLV
Bad Bunny,Perfumito Nuevo
Bad Bunny,Weltita
Bad Bunny,Ketu Tecré
Bad Bunny,Baile Inolvidable
Bad Bunny,Voy A Llevarte Pa Pr
Bad Bunny,El Clúb
Bad Bunny,Kloufrens
Bad Bunny,Bokete
Bad Bunny,Turista
Bad Bunny,Veldá
Bad Bunny,Café Con Ron
Bad Bunny,Pitorro De Coco
Bad Bunny,Eoo
Bad Bunny,Dtmf
Bad Bunny,La Mudanza
Bad Bunny,Lo Que Le Pasó A Hawaii
Alemán,VIP 
Alemán,Again & Again
Alemán,Knockout OG
Los Tigres Del Norte,El Agente Del Amor
Los Tigres Del Norte,Que Te Hizo Olvidarme
Los Tigres Del Norte,Mentira
Los Tigres Del Norte,Albacar China
Los Tigres Del Norte,Alla Nos Juntamos
Los Tigres Del Norte,El Cantante
Los Tigres Del Norte,Brisas De Abril
Los Tigres Del Norte,Te Tengo Que Perder
Los Tigres Del Norte,El Gallo De San Juan
Los Tigres Del Norte,Ya Encontraron A Camelia
Los Tigres Del Norte,Contrabando Y Traición
Los Tigres Del Norte,Contrabando Y Robo
Los Tigres Del Norte,La Muerte Del Soplon
Los Tigres Del Norte,El Hijo De Camelia
Los Tigres Del Norte,Los Tres Amigos (30 Segundos Para Morir)
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,Camisa Mojada
Los Tigres Del Norte,Juan Guerrero
Los Tigres Del Norte,Margarita La De Tijuana
Los Tigres Del Norte,La Tumba De Mi Madre
Los Tigres Del Norte,El Gringo Y El Mexicano
Los Invasores De Nuevo Leon,La Mujer de Demetrio
Los Invasores De Nuevo Leon,Jesus Martinez
Los Invasores De Nuevo Leon,La Fuga De Reynosa
Los Invasores De Nuevo Leon,Rafael Caro Quintero
Los Invasores De Nuevo Leon,El Ultimo Cartucho
Los Invasores De Nuevo Leon,Homenaje A Carlos Y Jose
Los Invasores De Nuevo Leon,La Novia De Mi Hermano
Los Invasores De Nuevo Leon,Laurita Garza
Los Invasores De Nuevo Leon,El Preso de Nuevo Leon
Los Tigres Del Norte,Mentira
Los Tigres Del Norte,Que Te Hizo Olvidarme
Los Tigres Del Norte,El Agente Del Amor
Los Tigres Del Norte,Alla Nos Juntamos
Los Tigres Del Norte,El Gallo De San Juan
Los Tigres Del Norte,Albacar China
Los Tigres Del Norte,El Cantante
Los Tigres Del Norte,Te Tengo Que Perder
Los Tigres Del Norte,Brisas De Abril
Irma Serrano,La Martina 
Juan Valentin,El Segundo Lugar
Los Dos Rancheros,Tampico Hermoso
Carlos Y Jose,El Pavido Navido
Carlos Y Jose,El Mujeriego
Los Dos Rancheros,Tampico Hermoso
Carlos Y Jose,El Pavido Navido
Carlos Y Jose,El Mujeriego
Los Cadetes de Linares,La Discusión Fue Una Yegua
Los Cadetes de Linares,Soñé A Mi Madre
Los Huracanes Del Norte,Las Paredes De Mi Casa
Los Traileros Del Norte,Solo Y Triste
Los Traileros Del Norte,La Trailerita
Los Tigres Del Norte,Mañanitas A Mi Madre
Los Tigres Del Norte,Amor De Madre
Los Tigres Del Norte,Madrecita Querida 
Los Tigres Del Norte,Cariño Sin Condicion
Los Tigres Del Norte,Mañanitas Tapatias
Los Tigres Del Norte,Mañanitas Guadalupanas
